 IN_PITCH, IN_ROLL, IN_AZIMUTH
-0.5388144,-0.039365236,1.4912456
-0.5380089,-0.045516074,1.4918351
-0.55046445,-0.10161123,1.5031624
-0.5633734,-0.14149599,1.5025749
-0.55476874,-0.13315663,1.504579
-0.5616919,-0.12938139,1.4991491
-0.5584441,-0.11231043,1.5063299
-0.56045777,-0.093885146,1.5141867
-0.5571706,-0.08287642,1.5176291
-0.5522523,-0.07896047,1.5178255
-0.5491088,-0.07182725,1.520607
-0.54800624,-0.07035326,1.5209
-0.5486345,-0.068502076,1.5221078
-0.54907745,-0.06929979,1.5204142
-0.5614503,-0.07105082,1.5229919
-0.5672481,-0.06156436,1.5166074
-0.56490326,-0.05515471,1.5208329
-0.57647145,-0.029781103,1.5301951
-0.58463424,-0.002741532,1.5391247
-0.59335595,0.0264084,1.5464734
-0.6026649,0.06050346,1.557232
-0.60987145,0.0995688,1.5884984
-0.61582494,0.12708737,1.6132505
-0.61816925,0.12475458,1.6163987
-0.61987805,0.12531626,1.6195273
-0.6152813,0.11669773,1.6169233
-0.61115825,0.105563805,1.6156546
-0.6098622,0.09094242,1.6165348
-0.6084158,0.080750205,1.621248
-0.6078918,0.09420858,1.6221328
-0.6095096,0.09016362,1.6200323
-0.6063927,0.09187899,1.6210996
-0.56831104,0.08381269,1.6284137
-0.48858255,0.098362744,1.6335534
-0.4847998,0.13540229,1.6554399
-0.48756212,0.13793084,1.6563967
-0.48756942,0.123045266,1.6578342
-0.49712083,0.12434324,1.6557126
-0.53155434,0.0993122,1.6411805
-0.5445954,0.08312583,1.625277
-0.54783607,0.063941196,1.6248099
-0.57499737,0.027839158,1.626446
-0.6010176,-2.58E-04,1.6206254
-0.61053956,-0.01090169,1.6183728
-0.6003158,0.004647644,1.6182381
-0.59425694,0.011746527,1.6153038
-0.5917249,0.008633429,1.6074852
-0.5814186,0.016904963,1.60443
-0.578266,0.02264556,1.6025454
-0.5722476,0.026581787,1.6016127
-0.5723078,0.031434614,1.601412
-0.5694409,0.030833276,1.5973322
-0.56809205,0.034869798,1.5982438
-0.56924206,0.03445535,1.5977983
-0.57280934,0.025619773,1.6000295
-0.57940555,0.030090932,1.5969006
-0.57913476,0.037093285,1.6003926
-0.58170354,0.048907965,1.6064954
-0.58204985,0.056457452,1.6099994
-0.58048487,0.06018057,1.6118106
-0.58026534,0.06235952,1.6122515
-0.580544,0.06845374,1.614932
-0.5790955,0.07345122,1.6167285
-0.5776903,0.079237916,1.6195476
-0.5771485,0.081072934,1.6209129
-0.5741799,0.085844606,1.6237044
-0.5641834,0.09390229,1.6254972
-0.5387704,0.11474616,1.6292648
-0.5306779,0.12007268,1.6362538
-0.5299252,0.14161438,1.6506108
-0.5338063,0.15637794,1.6554428
-0.54098856,0.12833476,1.6471632
-0.54454136,0.09474074,1.6307746
-0.5630096,0.071713746,1.6132123
-0.62016857,0.009472667,1.5940697
-0.61976105,0.007699765,1.5936509
-0.5999199,0.03250444,1.5981174
-0.59171915,0.030777756,1.5986139
-0.59061176,0.033802465,1.5990388
-0.60848534,0.003307786,1.5990711
-0.60497105,0.015084369,1.6005073
-0.5936242,0.02280437,1.6028376
-0.5728672,0.028375572,1.6100634
-0.52816635,0.04354037,1.614499
-0.50751626,0.092614025,1.6340383
-0.5206046,0.09380527,1.647014
-0.5301381,0.08119754,1.6444129
-0.5358643,0.06995385,1.6395993
-0.5393571,0.0801131,1.6382506
-0.539789,0.083671674,1.6338879
-0.5412,0.07934129,1.6321783
-0.53978765,0.07967566,1.6286863
-0.5419007,0.08427206,1.6287627
-0.5485669,0.07918271,1.6296965
-0.5550446,0.057156038,1.6302437
-0.56482905,0.012043485,1.622505
-0.5659143,0.04546653,1.6162721
-0.553877,0.07315263,1.6041975
-0.5607177,0.048851147,1.5977033
-0.55724823,0.043013964,1.5916728
-0.5566166,0.0396987,1.591413
-0.5539431,0.03833217,1.59032
-0.5517597,0.027176829,1.5846617
-0.52853703,0.020311821,1.5694511
-0.48394004,-0.03230335,1.4744389
-0.43935508,-0.058170833,1.3634423
-0.4044198,-0.059974663,1.2904571
-0.41071555,-0.021530645,1.2708035
-0.44081494,-0.04510692,1.2618508
-0.46626046,-0.040434267,1.2841754
-0.50368047,0.034831647,1.3790969
-0.55762935,0.071398735,1.5498525
-0.5783663,0.09953674,1.6953863
-0.5682861,0.08243516,1.7391981
-0.5515118,0.08373004,1.7413952
-0.5616893,0.079474814,1.7491034
-0.54954875,0.07885566,1.7518536
-0.5402745,0.082586266,1.7556787
-0.5396654,0.09161763,1.7595636
-0.5514873,0.1309441,1.7724558
-0.5597527,0.1497678,1.7795086
-0.566425,0.14800102,1.7797396
-0.5659349,0.15201673,1.782081
-0.5645407,0.15051563,1.7815061
-0.56122845,0.144932,1.778183
-0.5593164,0.1388222,1.7746094
-0.5633719,0.1300843,1.7726636
-0.5599167,0.12739666,1.7718472
-0.5613378,0.12218388,1.7702515
-0.5612961,0.11635595,1.765457
-0.5618357,0.11366782,1.7637718
-0.5661752,0.11326948,1.7661937
-0.568458,0.11440154,1.7664092
-0.5692497,0.112162955,1.7642252
-0.56940913,0.11276583,1.763898
-0.57110673,0.116181575,1.7651101
-0.57878083,0.12013556,1.7689896
-0.5858473,0.1251987,1.7725141
-0.58618796,0.13771634,1.7732812
-0.582043,0.15298876,1.7758842
-0.5788382,0.15054817,1.7741499
-0.5772726,0.14633787,1.7727265
-0.57472384,0.13519691,1.7687757
-0.5752769,0.1318594,1.7692577
-0.57542694,0.14064291,1.771119
-0.57582927,0.14804843,1.7736413
-0.5728735,0.14896818,1.7747806
-0.5727461,0.1495567,1.7754565
-0.5700156,0.14045267,1.7725943
-0.5666393,0.11306481,1.7656986
-0.5627572,0.10339891,1.7640339
-0.56235504,0.106181465,1.7639028
-0.5675401,0.12057287,1.7692506
-0.56515205,0.117516905,1.7694976
-0.56367886,0.103934914,1.7681732
-0.55940497,0.10020118,1.7662804
-0.5599014,0.108307324,1.7668688
-0.5627706,0.11488902,1.7683241
-0.56094915,0.10077611,1.7658892
-0.55944484,0.10081786,1.7655481
-0.55680835,0.10582459,1.7662089
-0.56274724,0.11027139,1.767178
-0.55781186,0.10425744,1.7676603
-0.55763763,0.09548989,1.7685106
-0.56108975,0.09815865,1.7694284
-0.5784592,0.1211187,1.7802438
-0.6293279,0.24698573,1.8594848
-0.6400348,0.26266295,1.879957
-0.6451089,0.27987742,1.8939459
-0.63722926,0.29570547,1.906407
-0.6387667,0.2849305,1.9033364
-0.6397649,0.28664085,1.9064078
-0.6338509,0.2882048,1.9051641
-0.6297936,0.274864,1.8987995
-0.6245308,0.26221764,1.8900086
-0.6221639,0.2608328,1.8893098
-0.6190948,0.25346652,1.8850737
-0.61825144,0.24792422,1.8817693
-0.61197215,0.23821776,1.8739192
-0.6088762,0.21637492,1.861871
-0.6088009,0.20622753,1.8574415
-0.60749316,0.20217566,1.8557006
-0.6079314,0.1930011,1.8495551
-0.6065764,0.18304372,1.8438083
-0.60848355,0.17518029,1.8418561
-0.6081043,0.17232269,1.8412257
-0.6079484,0.17337254,1.8428917
-0.60960513,0.17482206,1.8441244
-0.6096583,0.1724239,1.8445871
-0.6033797,0.16965018,1.8438501
-0.6036763,0.16501796,1.8419293
-0.6033689,0.1575128,1.8357008
-0.60393274,0.15157586,1.8318578
-0.6043318,0.1499703,1.8305914
-0.5999947,0.1456969,1.8267673
-0.5989199,0.12656972,1.8178076
-0.5778817,0.10100876,1.8002387
-0.5778532,0.10525865,1.801266
-0.57679546,0.10556038,1.7979927
-0.576154,0.10741864,1.7977575
-0.57483184,0.110616416,1.7985619
-0.57422733,0.10806486,1.7967832
-0.5738084,0.108659305,1.7970166
-0.5745721,0.102697045,1.7949684
-0.57087874,0.0876472,1.7950888
-0.5692386,0.08686272,1.7989321
-0.5691283,0.09195076,1.7999934
-0.5686559,0.09200743,1.797748
-0.5683405,0.09340117,1.7976087
-0.5701743,0.09289776,1.7973335
-0.571277,0.08938794,1.7938821
-0.5690325,0.0901998,1.7937995
-0.56850296,0.09050343,1.7951705
-0.5672139,0.09126139,1.7951859
-0.5652782,0.089567244,1.7945088
-0.56525683,0.08851051,1.7948822
-0.5678849,0.07936599,1.7952049
-0.5732016,0.06896535,1.7956239
-0.5724141,0.067522906,1.7948186
-0.5713928,0.06846223,1.7940996
-0.5712724,0.07087886,1.7931173
-0.5696766,0.08029596,1.7947528
-0.5662757,0.09735483,1.7978706
-0.56494665,0.09870737,1.7977734
-0.5655911,0.09313093,1.7968776
-0.56768245,0.086843655,1.7971399
-0.5731232,0.084911086,1.8002799
-0.56636375,0.08825476,1.800798
-0.57022595,0.089155726,1.7988166
-0.5658209,0.07058817,1.7890036
-0.54567385,-0.031739723,1.7362536
-0.51910794,-0.099988185,1.6954435
-0.5209545,-0.08442201,1.702259
-0.52866435,-0.05702104,1.7108073
-0.534012,-0.033894468,1.720092
-0.53448117,-0.018459324,1.7256995
-0.53729504,-0.01151892,1.7285829
-0.545917,0.02454816,1.7446564
-0.55106866,0.06965913,1.7676703
-0.5501995,0.05388159,1.7595602
-0.5358674,-0.01596969,1.7323264
-0.5374761,-0.046025857,1.7246804
-0.54283506,-0.040115904,1.7251699
-0.54586244,-0.029147958,1.7285239
-0.5452071,-0.02031948,1.730861
-0.54410726,-0.016731989,1.731464
-0.5410864,-0.013000447,1.7313617
-0.54070586,-0.010697243,1.7315004
-0.5400849,-0.010418883,1.7282065
-0.5391311,-0.01097802,1.7257675
-0.5416172,-0.005956722,1.7278159
-0.54797137,0.034756336,1.7417132
-0.53966147,0.061672706,1.7525663
-0.52858824,-0.036576483,1.722626
-0.5220966,-0.08939743,1.7171364
-0.5255384,-0.079992406,1.7158813
-0.53454685,-0.06625262,1.7131593
-0.53848904,-0.056986276,1.71273
-0.5404394,-0.05516735,1.7118735
-0.53160703,-0.031519365,1.7108114
-0.49726674,0.08861683,1.6924709
-0.4622455,0.22610734,1.6718351
-0.4441714,0.23038545,1.746492
-0.28469574,0.10305822,1.8443973
-0.19070242,0.0948693,1.8978989
-0.23431897,0.047222387,1.8821222
-0.29092008,-0.06311257,1.5651954
-0.39447924,-0.084079,1.4936414
-0.5262999,-0.13640451,1.3775535
-0.6302579,-0.24259098,1.2516284
-0.6934365,-0.2800593,1.1268089
-0.7206054,-0.37846807,1.0042356
-0.6946848,-0.38597304,0.9179319
-0.610938,-0.40664142,0.9696297
-0.599337,-0.37904772,0.98086065
-0.5678858,-0.41948354,0.9920948
-0.57165945,-0.43860695,0.9906002
-0.571562,-0.43851715,0.9933066
-0.57356644,-0.41763622,1.0055181
-0.5673317,-0.41449672,0.99338967
-0.547522,-0.4095527,0.9737077
-0.54993606,-0.38437265,0.9604049
-0.55340606,-0.36781007,0.9609281
-0.5516709,-0.36954075,0.96955234
-0.55598503,-0.3789393,0.97550464
-0.555646,-0.39007553,0.9910249
-0.54769045,-0.4054839,1.0146955
-0.5563734,-0.4115813,0.9916635
-0.5441992,-0.41864547,0.9660635
-0.5575207,-0.3987576,0.9478391
-0.56737655,-0.40477502,0.9483145
-0.5799683,-0.40849718,0.9477093
-0.58514106,-0.4138482,0.94447756
-0.5893702,-0.42066836,0.9454624
-0.59198815,-0.41580772,0.9541863
-0.5964634,-0.41156417,0.9575729
-0.60508084,-0.40808675,0.95416063
-0.62520385,-0.39287663,0.94117355
-0.6542027,-0.3728597,0.9289777
-0.68802994,-0.35926786,0.913652
-0.6541652,-0.3646281,0.9499822
-0.5649409,-0.52504396,1.0776436
-0.5161017,-0.6711983,1.1308112
-0.5023515,-0.6102983,1.1103615
-0.5419561,-0.5383567,1.0868185
-0.5761581,-0.4773172,1.0519197
-0.5915783,-0.413466,1.0005778
-0.6129537,-0.37700212,0.97178465
-0.6354657,-0.34845197,0.93863696
-0.6122376,-0.31563884,0.9633513
-0.53578496,-0.4166566,1.067033
-0.49425778,-0.5088509,1.1392685
-0.49213895,-0.53062475,1.1350824
-0.5079896,-0.5202673,1.1250448
-0.51999813,-0.5242542,1.1140441
-0.5258783,-0.5253564,1.1030707
-0.533025,-0.49753606,1.0770373
-0.5511212,-0.42388177,1.000158
-0.5460018,-0.41992003,1.0060542
-0.51435167,-0.5151102,1.0932702
-0.50688916,-0.55166036,1.1241409
-0.5176428,-0.54284745,1.1148618
